Season,Name,Team,Level,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,xFIP,PlayerId
2012,Bryan Evans,MIA,LEVEL,25,135.1,6.45075516,4.123163092,1.56451613,0.864534197,0.16468591,0.10526316,0.05942275,0.25486381,1.426111965,0.29207921,0.68157614,4.655184136,4.621886307,0.033297829,4.610925149,sa455162
2010,Richard Sullivan,ATL,LEVEL,23,120.1,6.806113026,2.991698033,2.275,0.747924508,0.16851852,0.07407407,0.09444445,0.28688525,1.495849017,0.33591731,0.62359551,5.085886657,4.226328582,0.859558075,3.898222427,sa455170
2011,Brandon Moore,NYM,LEVEL,25,133,7.105263158,2.842105263,2.5,0.812030075,0.1744186,0.06976744,0.10465116,0.28571429,1.488721805,0.33566434,0.65061475,4.466165414,4.267202977,0.198962437,4.397372796,sa455275
2010,Tim Kiely,LAA,LEVEL,24,124,4.790322581,2.032258065,2.35714286,1.088709677,0.12065814,0.0511883,0.06946984,0.30097087,1.475806452,0.32258065,0.62650602,5.080645161,4.495807869,0.584837292,4.004014488,sa455346
2015,Jeremy Kehrt,LAD,LEVEL,29,119.2,7.069618201,2.030635015,3.48148148,0.52646093,0.187251,0.05378486,0.13346614,0.25052632,1.220052314,0.29946524,0.6681351,3.459600396,3.163005604,0.296594793,3.218757804,sa455400
2014,Juan Carlos Sulbaran,KCR,LEVEL,24,127.1,8.198974331,3.816763913,2.14814815,0.777488945,0.20751342,0.09660107,0.11091235,0.25702811,1.429323111,0.31536388,0.75460829,3.251317407,3.858251944,-0.606934537,4.022964743,sa455559
2013,Victor Larez,DET,LEVEL,26,136.2,5.92681449,1.909751336,3.10344828,1.646337358,0.15490534,0.04991394,0.1049914,0.26775956,1.287801667,0.28110599,0.73611111,4.609744603,5.088160136,-0.478415533,4.278199657,sa455798
2013,Manny Correa,LAA,LEVEL,24,132.2,5.223604673,1.5602975,3.34782609,1.085424348,0.13253012,0.03958692,0.0929432,0.32116788,1.499996147,0.35164835,0.62165059,5.630638803,4.209623328,1.421015475,4.031188307,sa456106
2010,Tom Cochran,CIN,LEVEL,27,137,6.503649635,3.481751825,1.86792453,0.722627737,0.17338004,0.09281961,0.08056043,0.23031496,1.240875912,0.26633166,0.77764277,2.693430657,4.340162451,-1.646731794,4.239329505,sa499795
2010,Ryohei Tanaka,BAL,LEVEL,27,129.1,4.453619982,1.739695306,2.56,1.530931869,0.1130742,0.04416961,0.06890459,0.30280374,1.445880098,0.31180401,0.64118372,5.63661279,5.305227,0.33138579,4.604737099,sa500266
2012,Kyle Heckathorn,MIL,LEVEL,24,119.1,6.636890037,2.865929789,2.31578947,0.527934435,0.16890595,0.07293666,0.09596929,0.27021277,1.382685424,0.32,0.65992866,4.751409913,3.713884067,1.037525846,3.862662932,sa501205
2014,Zack Dodson,PIT,LEVEL,23,122.2,5.576071812,3.374990834,1.65217391,0.807063025,0.13996317,0.08471455,0.05524862,0.28483607,1.508148078,0.319202,0.66629339,4.622270055,4.62646552,-0.004195465,4.4603539,sa501219
2015,Zack Dodson,PIT,LEVEL,24,162,4.944444444,2,2.47222222,0.611111111,0.13323353,0.05389222,0.07934131,0.2599681,1.228395062,0.28842505,0.66808059,3.666666667,3.811939992,-0.145273326,3.74129887,sa501219
2012,Joe Gardner,COL,LEVEL,24,138.1,6.440979723,2.537355648,2.53846154,0.845785216,0.16722973,0.06587838,0.10135135,0.23844732,1.214460823,0.27039627,0.69221261,3.968684476,4.17648781,-0.207803334,3.932781774,sa501227
2014,James Needy,SDP,LEVEL,23,145.2,6.981677031,3.089237624,2.26,0.370708515,0.18739635,0.08291874,0.10447761,0.24314442,1.256289967,0.29672897,0.7807309,2.903883367,3.257329567,-0.3534462,3.659922303,sa501496
2012,Darin Gorski,NYM,LEVEL,24,139.2,7.603800063,3.221949179,2.36,1.288779672,0.20205479,0.08561644,0.11643835,0.24150943,1.274459898,0.2755102,0.74025974,3.995216982,4.533179042,-0.53796206,4.101381339,sa501520
2013,Aaron Northcraft,ATL,LEVEL,23,137,7.948905109,3.350364964,2.37254902,0.459854015,0.20578231,0.08673469,0.11904762,0.23709369,1.277372263,0.29620253,0.68638393,3.416058394,3.233797917,0.182260477,3.258186178,sa501597
2013,Brett Brach,CLE,LEVEL,25,129.2,4.997416172,2.35989097,2.11764706,0.971719811,0.13114754,0.06193078,0.06921676,0.26946108,1.303338477,0.29156627,0.64871481,4.789190498,4.728345182,0.060845316,4.389349091,sa501623
2011,Andrew Carraway,SEA,LEVEL,24,137.2,6.929764928,1.634378521,4.24,0.588376268,0.19030521,0.0448833,0.14542191,0.23563218,1.075057871,0.28009828,0.66024759,3.661007887,3.379248867,0.28175902,3.778405055,sa501632
2013,Tim Crabbe,CIN,LEVEL,25,140.1,6.477450409,2.308794205,2.80555556,0.769598068,0.17413793,0.06206897,0.11206896,0.26247689,1.268411631,0.30373832,0.74299635,3.270791791,3.418569504,-0.147777714,3.385355612,sa501702
2011,Austin Hyatt,PHI,LEVEL,25,154.1,9.971944265,2.857457713,3.48979592,1.166309271,0.26677067,0.07644306,0.19032761,0.23247863,1.198706751,0.29441624,0.75,3.848820594,3.967296771,-0.118476178,3.645342942,sa501768
2011,Jorge Reyes,SDP,LEVEL,23,112.2,7.828379219,2.396442618,3.26666667,0.479288524,0.21030043,0.06437768,0.14592275,0.25694444,1.251475589,0.32012195,0.75402635,3.115375403,3.235498847,-0.120123444,3.875868716,sa501947
2013,Chris Gloor,SFG,LEVEL,26,156.1,6.965900046,2.360346297,2.95121951,0.92111075,0.18305598,0.06202723,0.12102875,0.26375405,1.304906896,0.30561331,0.70261438,4.029859531,3.93242713,0.097432401,3.997458052,sa501949
2011,Scott Schneider,STL,LEVEL,23,117.1,6.750019166,3.681828636,1.83333333,1.150571449,0.16448598,0.08971963,0.07476635,0.27593361,1.542618016,0.31134565,0.54545455,5.982971533,4.894560024,1.08841151,4.534177129,sa502040
2012,Danny Rosenbaum,WSN,LEVEL,24,155.1,5.736064086,2.25966161,2.53846154,0.46352033,0.15372671,0.06055901,0.0931677,0.27242525,1.30686982,0.31515152,0.65195072,3.939922807,3.407449084,0.532473723,3.446297407,sa502078
2014,Nate Long,OAK,LEVEL,28,150,7.56,2.94,2.57142857,1.02,0.20031797,0.07790143,0.12241654,0.25609756,1.306666667,0.30162413,0.79685746,3.18,4.01336345,-0.83336345,3.518472066,sa502312
2012,Craig Westcott,SFG,LEVEL,26,165,3.709090909,3.109090909,1.19298246,0.327272727,0.0974212,0.08166189,0.01575931,0.28369906,1.442424242,0.31028369,0.67067928,4.090909091,3.940833988,0.150075103,4.320225168,sa502674
2013,Craig Westcott,SFG,LEVEL,27,144,5.75,3.5,1.64285714,0.75,0.14533965,0.08846761,0.05687204,0.27622378,1.486111111,0.31196581,0.70227498,4.1875,4.401138788,-0.213638788,4.370292462,sa502674
2011,Joseph O'Gara,FLA,LEVEL,23,158.1,4.092640388,2.557900242,1.6,0.625264504,0.1038961,0.06493506,0.03896104,0.28548896,1.427371493,0.30852995,0.65449688,4.547378208,4.418191161,0.129187047,4.669300946,sa502727
2011,Matt Packer,CLE,LEVEL,23,169.1,6.856313011,1.753940538,3.90909091,0.850395412,0.18376068,0.04700855,0.13675213,0.26315789,1.228348929,0.30576923,0.63818565,4.305126774,3.770297065,0.534829709,3.496449613,sa502757
2013,Matt Packer,CLE,LEVEL,25,154,6.954545455,2.571428571,2.70454545,0.467532468,0.17975831,0.06646526,0.11329305,0.28196721,1.402597403,0.33954451,0.71898496,3.272727273,3.467607042,-0.194879769,3.613446851,sa502757
2012,Matt Oye,LAA,LEVEL,26,112.1,6.008919898,3.204757279,1.875,0.80118932,0.15560166,0.08298755,0.07261411,0.26036866,1.362021844,0.29512894,0.70748299,3.845708735,4.3839609,-0.538252165,4.641789965,sa502841
2013,Matt Oye,LAA,LEVEL,27,112.1,5.768563102,2.724043687,2.11764706,1.682497571,0.14634146,0.06910569,0.07723577,0.28131868,1.442140776,0.29558011,0.73746313,4.807135918,5.192864811,-0.385728893,4.319344693,sa502841
2016,David Hurlbut,MIN,LEVEL,26,136,5.955882353,1.720588235,3.46153846,0.727941176,0.15358362,0.0443686,0.10921502,0.29009009,1.375,0.33039648,0.70215176,3.507352941,3.731794632,-0.224441691,3.422885008,sa503067
2015,Josh Turley,DET,LEVEL,24,153,6.058823529,2.058823529,2.94285714,0.882352941,0.16118936,0.05477308,0.10641628,0.25166667,1.215686275,0.28215768,0.71005917,3.294117647,3.961540573,-0.667422926,3.536699141,sa503159
2016,Josh Turley,DET,LEVEL,25,120.1,7.554037534,1.944603722,3.88461538,1.047094312,0.19803922,0.05098039,0.14705883,0.2780083,1.32964357,0.32697548,0.66713483,4.337962148,3.890017399,0.447944749,3.501573277,sa503159
2013,Zach Nuding,NYY,LEVEL,23,128.1,7.083135692,3.997413212,1.77192982,0.631170507,0.17534722,0.09895833,0.07638889,0.27325581,1.54286124,0.32512315,0.66878981,4.207803381,4.065011605,0.142791776,4.597571251,sa503167
2012,Nick Struck,CHC,LEVEL,22,155.2,7.111333469,2.543891647,2.79545455,0.80942007,0.18952234,0.06779661,0.12172573,0.23372287,1.18201026,0.27272727,0.7100939,3.179864559,3.696511391,-0.516646832,3.642909443,sa503356
2012,Gary Moran,ATL,LEVEL,27,160.2,6.553928008,2.352692105,2.78571429,0.392115351,0.17700454,0.06354009,0.11346445,0.24918567,1.213690372,0.29795918,0.66771819,2.912856892,3.131601967,-0.218745075,3.247564036,sa503366
2015,Kyle Westwood,HOU,LEVEL,24,132,4.840909091,1.772727273,2.73076923,0.818181818,0.12611012,0.04618117,0.07992895,0.29906542,1.409090909,0.32743363,0.68925234,4.227272727,4.039134209,0.188138518,3.959178898,sa503548
2013,Anthony Fernandez,SEA,LEVEL,23,120,5.55,3,1.85,0.975,0.1471173,0.07952286,0.06759444,0.2537961,1.308333333,0.27807487,0.63920455,4.425,4.137630033,0.287369967,3.900372258,sa503582
2012,Nestor Molina,CHW,LEVEL,23,122.2,6.16302674,1.907603515,3.23076923,0.513585562,0.15789474,0.04887218,0.10902256,0.30952381,1.483691623,0.36077482,0.71182549,4.255423225,3.201115136,1.054308089,3.481697385,sa503616
2014,Tim Berry,BAL,LEVEL,23,133.1,7.290018632,3.037507763,2.4,0.81000207,0.19459459,0.08108108,0.11351351,0.24302789,1.252503201,0.28795812,0.74589128,3.510008971,4.097231741,-0.58722277,4.124950559,sa503777
2016,Tommy Collier,DET,LEVEL,26,130.2,5.992331311,2.410707999,2.48571429,1.033160571,0.15452931,0.06216696,0.09236235,0.27671756,1.377547428,0.30805687,0.71779141,4.201519655,4.414279666,-0.212760011,4.302110094,sa503829
2018,Omar Bencomo,MIN,LEVEL,29,120,7.65,1.275,6,1.2,0.20858896,0.03476483,0.17382413,0.27586207,1.208333333,0.32369942,0.74272588,3.45,4.023373111,-0.573373111,3.490302436,sa503950
2011,Orangel Arenas,LAA,LEVEL,22,148.2,4.056044514,2.360981135,1.71794872,0.726455734,0.10307692,0.06,0.04307692,0.2923588,1.446185026,0.31357553,0.66602317,4.479810359,4.49409963,-0.014289271,4.739602274,sa504061
2012,Orangel Arenas,LAA,LEVEL,23,140.1,5.194786962,2.757726412,1.88372093,1.09026393,0.13170732,0.0699187,0.06178862,0.31095406,1.560573861,0.33974359,0.67097416,5.258920134,4.748037116,0.510883018,4.289897681,sa504061
2014,Orangel Arenas,LAA,LEVEL,25,114.1,4.014588957,3.463566944,1.15909091,0.551022014,0.10429448,0.08997955,0.01431493,0.25799087,1.373181844,0.27894737,0.68741894,3.857154096,4.362016243,-0.504862147,4.690416866,sa504061
2013,Victor Mateo,TBR,LEVEL,23,153.1,5.517403567,3.228268044,1.70909091,0.997828305,0.14873418,0.08702532,0.06170886,0.21238938,1.141306884,0.22687225,0.68014706,3.932617436,4.438720382,-0.506102946,4.311270663,sa504206
2014,Victor Mateo,TBR,LEVEL,24,166,5.36746988,2.981927711,1.8,0.65060241,0.13788301,0.07660167,0.06128134,0.26380368,1.36746988,0.29574861,0.69620253,3.903614458,4.126609059,-0.222994602,4.417904098,sa504206
2013,Lay Batista,LAA,LEVEL,23,122.2,6.52987357,3.154882736,2.06976744,0.586954928,0.17554241,0.08481262,0.09072979,0.23333333,1.206518462,0.27478754,0.74270557,3.374990834,3.847118681,-0.472127847,4.010704867,sa505283
2015,Luis Diaz,BOS,LEVEL,23,136.2,5.663400512,3.885356165,1.45762712,0.724388438,0.13694268,0.09394904,0.04299364,0.28007181,1.573166809,0.31521739,0.62854442,5.465840029,4.615068222,0.850771807,4.525636978,sa506249
2014,Wilsen Palacios,DET,LEVEL,24,133.2,6.059834925,3.703232454,1.63636364,1.009972487,0.14851485,0.09075908,0.05775577,0.28779599,1.593512147,0.32207207,0.72164948,4.578541943,4.746247493,-0.167705549,4.688360175,sa510106
2012,Jared Wesson,DET,LEVEL,26,119,6.352941176,4.31092437,1.47368421,1.285714286,0.15555556,0.10555556,0.05,0.29263158,1.647058824,0.32620321,0.66592675,5.899159664,5.285473662,0.613686002,4.652647873,sa510557
2016,Patrick Johnson,MIA,LEVEL,27,128.1,7.924696368,2.31429186,3.42424242,1.051950845,0.21401515,0.0625,0.15151515,0.24489796,1.192210958,0.29005525,0.75182482,3.366242705,3.96678489,-0.600542185,3.501093999,sa526880
2012,Jake Thompson,TBR,LEVEL,22,124.2,6.49730884,4.042769945,1.60714286,0.866307845,0.15358362,0.09556314,0.05802048,0.30623819,1.748658429,0.35128806,0.6379822,5.558808674,4.323191308,1.235617367,4.288937572,sa526929
2013,Jake Thompson,TBR,LEVEL,23,148.2,6.11433576,3.571740692,1.71186441,0.786993712,0.15830721,0.09247649,0.06583072,0.25868056,1.399099932,0.29437229,0.67946058,4.17712047,3.941775657,0.235344813,3.849420788,sa526929
2013,Seth Blair,STL,LEVEL,24,129.2,8.12080128,3.331610781,2.4375,1.249354043,0.20347826,0.08347826,0.12,0.28764479,1.519276213,0.34203655,0.68030973,5.06682473,4.37512256,0.69170217,3.964708206,sa526934
2012,Noel Arguelles,KCR,LEVEL,22,119.1,4.449733093,4.977667528,0.89393939,0.90503046,0.10669078,0.11934901,-0.01265823,0.30103093,1.776541273,0.3236715,0.60344828,6.410632422,5.308038682,1.10259374,5.616290096,sa536642
2015,Austin Kubitza,DET,LEVEL,23,133.2,6.46382392,3.23191196,2,0.403988995,0.1511811,0.07559055,0.07559055,0.32931034,1.788025367,0.38702929,0.58080808,5.790508928,3.650275278,2.14023365,3.614164921,sa548355
2016,Chris Kirsch,TBR,LEVEL,24,145.1,7.059649581,3.529824791,2,0.495414006,0.18476499,0.0923825,0.09238249,0.25045045,1.348627015,0.30254042,0.74288725,3.220191037,3.746636431,-0.526445394,3.907185405,sa549109
2013,Keith Couch,BOS,LEVEL,23,129.2,6.385587331,2.984567992,2.13953488,0.763494137,0.16606498,0.07761733,0.08844765,0.26035503,1.349610849,0.29950495,0.70904645,3.470427897,4.095956098,-0.625528201,3.931169682,sa549175
2013,Stephen McCray,CHW,LEVEL,25,119,5.294117647,3.630252101,1.45833333,0.605042017,0.13618677,0.09338521,0.04280156,0.23516484,1.302521008,0.26259947,0.72997416,3.25210084,4.097503983,-0.845403143,4.454019877,sa549252
2012,Derek Eitel,ARI,LEVEL,24,150.1,5.447905919,3.113089097,1.75,1.017740666,0.13643178,0.07796102,0.05847076,0.27694859,1.456766052,0.3030303,0.69498069,4.370298155,4.680638923,-0.310340768,4.21985976,sa549271
2013,Daniel Renken,CIN,LEVEL,23,142,7.415492958,3.802816901,1.95,0.823943662,0.19338843,0.09917355,0.09421488,0.23888889,1.330985915,0.28292683,0.70534699,3.992957746,3.828122991,0.164834755,3.68990858,sa549725
2013,Sean Murphy,OAK,LEVEL,24,136.2,7.968272814,3.292674717,2.42,0.592681449,0.20648464,0.08532423,0.12116041,0.25897921,1.368289271,0.32080201,0.71113561,4.082916648,3.392944485,0.689972163,3.80777231,sa549877
2015,Mark Blackmar,CHW,LEVEL,23,151.1,3.865647471,3.270932476,1.18181818,0.416300497,0.10077519,0.08527132,0.01550387,0.24315068,1.301765046,0.26367188,0.69358178,3.627761473,4.255144018,-0.627382545,4.372913278,sa549945
2014,Kramer Sneed,LAA,LEVEL,25,138.1,7.091583735,4.293986482,1.65151515,1.171087222,0.17898194,0.10837438,0.07060756,0.25092251,1.460244561,0.28433735,0.69178853,4.684348889,4.68870868,-0.004359791,4.270294764,sa549965
2015,Chris Anderson,LAD,LEVEL,22,126.2,6.963139581,4.192094237,1.66101695,0.852629336,0.17785844,0.10707804,0.0707804,0.25413223,1.436838326,0.29679144,0.71593533,4.049989348,4.567759255,-0.517769907,4.291665042,sa550003
2014,Cam Hobson,SEA,LEVEL,25,129,4.88372093,3.279069767,1.4893617,0.697674419,0.12195122,0.08188153,0.04006969,0.29423077,1.550387597,0.325,0.66839378,4.604651163,4.365144597,0.239506566,4.425121765,sa550075
2017,John Simms,WSN,LEVEL,25,112,6.991071429,2.25,3.10714286,0.723214286,0.19037199,0.06126915,0.12910284,0.22857143,1.107142857,0.26851852,0.72259136,3.535714286,3.707183007,-0.171468721,3.964685764,sa550088
2012,Jake Pettit,BAL,LEVEL,25,123.2,6.258743247,1.746626022,3.58333333,1.164417348,0.17234469,0.04809619,0.1242485,0.24411135,1.115899959,0.26849315,0.72006472,3.857132466,4.268822618,-0.411690151,3.814431023,sa550144
2013,Jake Pettit,BAL,LEVEL,26,124.1,6.65953527,2.967836371,2.24390244,0.868635035,0.17457306,0.07779886,0.0967742,0.25311203,1.31099547,0.29100529,0.67909454,4.415561429,4.185342017,0.230219412,4.203965374,sa550144
2016,Trey Nielsen,STL,LEVEL,24,122,5.975409836,2.803278689,2.13157895,0.959016393,0.1539924,0.07224335,0.08174905,0.27291667,1.385245902,0.30569948,0.74307305,3.836065574,4.370774565,-0.534708992,4.042169771,sa550155
2016,Mickey Jannis,NYM,LEVEL,28,121,5.280991736,4.909090909,1.07575758,0.669421488,0.13075506,0.12154696,0.0092081,0.25586354,1.537190083,0.28534704,0.61742007,5.652892562,4.986259145,0.666633417,5.035525511,sa550198
2017,Mickey Jannis,NYM,LEVEL,29,122.1,6.106283659,2.79564794,2.18421053,0.735696826,0.16666667,0.07630522,0.09036145,0.25219298,1.250684605,0.2892562,0.70629371,3.604914449,3.960736976,-0.355822527,3.914329925,sa550198
2018,Mickey Jannis,NYM,LEVEL,30,142.1,7.208448172,2.276352054,3.16666667,0.758784018,0.1875,0.05921053,0.12828947,0.27689594,1.355975143,0.32879819,0.73399558,3.604224086,3.687904471,-0.083680385,3.817855502,sa550198
2019,Mickey Jannis,NYM,LEVEL,31,119,7.789915966,2.344537815,3.32258065,0.151260504,0.20436508,0.06150794,0.14285714,0.26226013,1.294117647,0.33241758,0.70876289,3.100840336,2.540497754,0.560342582,3.320237454,sa550198
2016,Tyler Skulina,CHC,LEVEL,24,129,6.348837209,4.953488372,1.28169014,1.11627907,0.15423729,0.12033898,0.03389831,0.26614481,1.604651163,0.2970297,0.66458982,5.162790698,5.358789616,-0.195998919,4.890035516,sa550279
2017,Dylan Unsworth,SEA,LEVEL,24,119.2,6.467948567,1.504174085,4.3,0.676878338,0.17303823,0.04024145,0.13279678,0.23880597,1.103060996,0.27540107,0.71428571,3.309182988,3.557929254,-0.248746266,3.880102825,sa550449
2015,Bryan Rodriguez,SDP,LEVEL,23,133.2,5.588514431,2.491265469,2.24324324,0.538651993,0.13902848,0.06197655,0.07705193,0.2962298,1.511218092,0.33690987,0.66563467,4.443878945,3.730624072,0.713254872,3.905670018,sa550590
2015,DJ Baxendale,MIN,LEVEL,24,118.1,6.997202798,3.042262086,2.3,0.608452417,0.17898833,0.07782101,0.10116732,0.26694915,1.402820851,0.3172043,0.73341837,3.802827608,3.692333514,0.110494094,3.579814708,sa577014
2013,Will Roberts,CLE,LEVEL,22,134,6.044776119,2.149253731,2.8125,0.873134328,0.16042781,0.057041,0.10338681,0.27840909,1.335820896,0.31529412,0.66749073,4.567164179,3.981466317,0.585697862,4.031403549,sa577696
2014,Will Roberts,CLE,LEVEL,23,161,5.47826087,2.01242236,2.72222222,0.726708075,0.14561664,0.05349183,0.09212481,0.26984127,1.279503106,0.30250482,0.67761807,4.080745342,3.988270216,0.092475126,3.942288687,sa577696
2013,Matt Crouse,DET,LEVEL,22,145,6.951724138,2.544827586,2.73170732,1.303448276,0.18729097,0.06856187,0.1187291,0.26846847,1.310344828,0.30331754,0.69495695,4.468965517,4.552336106,-0.083370589,3.914531148,sa577832
2013,Devin Jones,BAL,LEVEL,22,123.1,7.88110237,3.502712164,2.25,1.240543892,0.19672131,0.08743169,0.10928962,0.29435484,1.572977222,0.34770889,0.59360731,5.837853607,4.654483221,1.183370387,3.880108093,sa577952
2017,Lindsey Caughel,SEA,LEVEL,26,157.2,6.62155017,2.169128504,3.05263158,1.027481923,0.18040435,0.05909798,0.12130637,0.24503311,1.179701467,0.27659574,0.74783684,3.710351389,4.070345335,-0.359993947,4.245146679,sa578783
2014,Chris Jensen,OAK,LEVEL,23,160.1,5.276518491,3.480256877,1.51612903,0.168399526,0.13803231,0.09104258,0.04698973,0.24257426,1.303537074,0.28290766,0.72084481,3.143457825,3.594043599,-0.450585774,4.411382942,sa579619
2015,Chris Jensen,OAK,LEVEL,24,166.1,4.923857783,3.408824619,1.44444444,0.973949891,0.12465753,0.08630137,0.03835616,0.27727273,1.478960946,0.29945554,0.67164179,4.869749456,4.871863494,-0.002114038,4.658606608,sa579619
2015,Matt Flemer,COL,LEVEL,24,169.2,4.402741648,2.068758124,2.12820513,0.636540961,0.11416781,0.05364512,0.06052269,0.26207906,1.284869718,0.28401361,0.68865179,3.872290847,3.987785646,-0.115494799,4.573214074,sa580429
2016,Yender Caramo,KCR,LEVEL,24,114,5.289473684,1.815789474,2.91304348,0.473684211,0.14439655,0.04956897,0.09482758,0.23006834,1.087719298,0.25956284,0.74829932,2.447368421,3.348916642,-0.901548221,3.600178968,sa597233
2017,Luis Lugo,CLE,LEVEL,23,134.1,6.230785037,3.684872871,1.69090909,1.272956083,0.15843271,0.09369676,0.06473595,0.26565465,1.451616586,0.29156627,0.7266436,4.354849757,5.019089366,-0.664239609,4.693183595,sa597249
2016,Jeremy Gabryszwski,TOR,LEVEL,23,146.1,5.904341768,3.013674444,1.95918367,0.984056961,0.14930016,0.07620529,0.07309487,0.28257191,1.476085442,0.31524008,0.62563581,5.227802607,4.533561342,0.694241265,4.61765405,sa597791
2015,Jason Creasy,PIT,LEVEL,23,147,4.346938776,3.183673469,1.36538462,0.734693878,0.10939908,0.08012327,0.02927581,0.27910959,1.462585034,0.30139721,0.70549242,4.408163265,4.690498823,-0.282335558,4.619533072,sa598099
2014,Jonathan Cornelius,STL,LEVEL,26,144.1,6.110868932,2.431876412,2.51282051,1.184760303,0.16065574,0.06393443,0.09672131,0.25309735,1.260972954,0.27678571,0.72490706,3.990771547,4.408716762,-0.417945215,3.966716782,sa598475
2013,Jack Snodgrass,SFG,LEVEL,25,141,5.170212766,2.489361702,2.07692308,0.638297872,0.14013841,0.06747405,0.07266436,0.23728814,1.170212766,0.26363636,0.68553459,3.70212766,4.097799544,-0.395671885,4.18223036,sa598487
2014,Jack Snodgrass,SFG,LEVEL,26,131.1,5.893416307,2.80965196,2.09756098,0.068528097,0.15722121,0.0749543,0.08226691,0.26,1.302033835,0.31234867,0.67767654,3.563461023,3.21767365,0.345787373,3.987232389,sa598487
2015,Mike McCarthy,BOS,LEVEL,27,115.2,4.512955301,3.190192541,1.41463415,0.778095742,0.11646586,0.08232932,0.03413654,0.26327434,1.383281318,0.28385417,0.66887417,4.590764875,4.582847368,0.007917507,4.724170937,sa598776
2014,Andy Ferguson,KCR,LEVEL,25,147.2,7.191856992,2.498865565,2.87804878,0.792323228,0.19633943,0.06821963,0.1281198,0.23339318,1.158010872,0.27464789,0.78947368,2.925501149,3.560209688,-0.634708539,3.60842324,sa598931
2018,Matt Tomshaw,CHW,LEVEL,29,120.1,7.479245083,1.570641468,4.76190476,0.598339607,0.18975332,0.0398482,0.14990512,0.30616302,1.454297655,0.36962025,0.617506,5.085886657,3.165593242,1.920293415,3.638532606,sa598974
2015,Matt Tomshaw,MIA,LEVEL,26,116.1,6.575950064,2.088831197,3.14814815,0.696277066,0.17068273,0.05421687,0.11646586,0.27446809,1.340978052,0.31914894,0.68559557,4.33239063,3.570076433,0.762314197,3.350961686,sa598974
2017,Matt Tomshaw,MIA,LEVEL,28,163,6.294478528,1.987730061,3.16666667,0.828220859,0.16764706,0.05294118,0.11470588,0.26604069,1.263803681,0.30392157,0.76315789,3.478527607,3.66523723,-0.186709623,3.839751822,sa598974
2014,Kyle Hald,STL,LEVEL,25,137,6.897810219,2.95620438,2.33333333,1.182481752,0.17887564,0.07666099,0.10221465,0.26394052,1.364963504,0.29879518,0.76598311,3.810218978,4.3682053,-0.557986321,3.64280469,sa599171
2016,Joel Seddon,OAK,LEVEL,23,143.1,4.709313522,3.013960654,1.5625,0.816281011,0.12116317,0.07754443,0.04361874,0.26465364,1.374421872,0.28631579,0.64775161,4.395359287,4.48690424,-0.091544953,4.624190695,sa599194
2018,Joel Seddon,OAK,LEVEL,25,118,6.101694915,2.898305085,2.10526316,1.449152542,0.15473888,0.07350097,0.08123791,0.2787234,1.43220339,0.30188679,0.7331572,4.805084746,5.383973171,-0.578888425,4.718981044,sa599194
2016,Daniel Camarena,NYY,LEVEL,23,129.2,7.357307142,1.457579717,5.04761905,0.832902695,0.20152091,0.03992395,0.16159696,0.25049702,1.133673113,0.2961039,0.67322239,3.678653571,3.458416777,0.220236794,3.2984482,sa599205
2018,Wyatt Strahan,CIN,LEVEL,25,120,6.225,3.975,1.56603774,1.125,0.15063521,0.09618875,0.05444646,0.29208925,1.641666667,0.32658228,0.59116022,6.375,5.056706444,1.318293556,4.538198582,sa599334
2014,Drew Granier,OAK,LEVEL,25,126.1,6.625347287,5.414262299,1.22368421,1.068604401,0.15924658,0.13013699,0.02910959,0.26252505,1.638526748,0.29667519,0.68717949,4.559378778,5.20974539,-0.650366612,4.795899183,sa599479
2015,Greg Ross,ATL,LEVEL,25,137.2,5.230011267,3.072631619,1.70212766,0.392250845,0.1362862,0.08006814,0.05621806,0.27238806,1.401933576,0.31111111,0.69989396,3.987883591,3.819337247,0.168546344,4.186950823,sa599717
2016,Jordan Kipper,LAA,LEVEL,23,153,5,2.411764706,2.07317073,0.588235294,0.1364366,0.06581059,0.07062601,0.25432526,1.22875817,0.28364389,0.7247191,3.352941176,3.803165008,-0.450223831,3.780723132,sa602555
2016,Tyler Mapes,WSN,LEVEL,24,155,4.529032258,2.264516129,2,0.638709677,0.12111801,0.06055901,0.060559,0.25882353,1.24516129,0.2826087,0.75692964,3.193548387,4.2226761,-1.029127713,4.17933436,sa603121
2019,Tyler Mapes,WSN,LEVEL,27,133.1,7.155018287,2.902507418,2.46511628,0.945002415,0.17666667,0.07166667,0.105,0.28493648,1.500003834,0.33178654,0.64914163,4.995012766,4.048252098,0.946760669,3.647798317,sa603121
2014,Victor Sanchez,SEA,LEVEL,19,124.2,7.002655083,2.454538895,2.85294118,1.227269448,0.18233083,0.06390977,0.11842106,0.26069246,1.299461768,0.29442971,0.70936639,4.187154586,4.390055364,-0.202900778,3.84493253,sa610024
2014,Mike Augliera,BOS,LEVEL,24,148,4.621621622,1.216216216,3.8,0.72972973,0.12258065,0.03225806,0.09032259,0.28739496,1.290540541,0.31360947,0.63616071,4.560810811,3.888513627,0.672297184,4.099745894,sa621541
